[[-291.73473491263843], [66.09847748353309], [132.2025750903419]]
[[-291.7320854861907], [65.55343280337617], [132.20218515929798]]
[[-353.94388609573883], [328.7923798729656], [-9.32057008155607]]
[[-351.1712184988363], [326.6869703237153], [-4.3997877924814475]]
[[-350.47922174945194], [325.68653763597365], [-3.1758286894512366]]
[[-349.78884877051917], [324.68845246364856], [-1.954741606596599]]
[[-349.78503823161714], [324.05303024714203], [-1.95351851577459]]
[[-349.09629651600847], [323.05804159314255], [-0.7353102411503869]]
[[-349.0924992748758], [322.4233927322395], [-0.7341040659291593]]
[[-349.08870213006753], [321.78875997043264], [-0.7328979213048115]]
[[-349.08490508158], [321.1541433071099], [-0.7316918072763201]]
[[-349.08110812940953], [320.51954274165803], [-0.7304857238424347]]
[[-349.07731127355237], [319.88495827346514], [-0.7292796710021321]]
[[-349.07351451400496], [319.25038990191837], [-0.728073648754048]]
[[-349.0697178507636], [318.6158376264054], [-0.7268676570969319]]
[[-349.0659212838246], [317.9813014463138], [-0.725661696029988]]
[[-349.0621248131843], [317.3467813610312], [-0.7244557655519657]]
[[-349.0583284388391], [316.71227736994535], [-0.7232498656615007]]
[[-349.05453216078513], [316.07778947244367], [-0.7220439963574563]]
[[-349.050735979019], [315.44331766791424], [-0.7208381576389229]]
[[-349.046939893537], [314.8088619557446], [-0.7196323495044226]]
[[-349.04314390433535], [314.1744223353223], [-0.7184265719529321]]
[[-349.0393480114104], [313.53999880603556], [-0.717220824983201]]
[[-349.0355522147586], [312.90559136727177], [-0.7160151085944335]]
[[-349.03175651437624], [312.27120001841905], [-0.7148094227849242]]
[[-349.0279609102595], [311.6368247588655], [-0.7136037675537636]]
[[-349.02416540240483], [311.0024655879987], [-0.712398142899815]]
[[-349.0203699908087], [310.36812250520677], [-0.7111925488219413]]
[[-349.01657467546727], [309.7337955098777], [-0.709986985318892]]
[[-349.01277945637696], [309.09948460139935], [-0.7087814523895304]]
[[-349.00898433353416], [308.46518977916014], [-0.7075759500328331]]
[[-349.005189306935], [307.83091104254777], [-0.706370478247436]]
[[-349.001394376576], [307.1966483909506], [-0.7051650370322022]]
[[-348.9975995424535], [306.5624018237566], [-0.7039596263858812]]
[[-348.9938048045638], [305.92817134035397], [-0.7027542463074496]]
[[-348.9900101629032], [305.2939569401309], [-0.7015488967961119]]
[[-348.9862156174681], [304.6597586224759], [-0.7003435778500489]]
[[-348.9824211682548], [304.02557638677683], [-0.6991382894682374]]
[[-348.9786268152597], [303.39141023242246], [-0.6979330316498817]]
[[-348.974832558479], [302.7572601588006], [-0.6967278043936176]]
[[-348.9710383979092], [302.1231261652999], [-0.6955226076980807]]
[[-349.651730312818], [301.8234151143568], [-1.9107298981573422]]
[[-349.6479232555423], [301.18857347262855], [-1.9095079248531874]]
[[-349.64411629491036], [300.5537479466176], [-1.9082859825692822]]
[[-349.6403094309186], [299.91893853571025], [-1.9070640713044895]]
[[-349.636502663563], [299.28414523929325], [-1.905842191057559]]
[[-349.63269599284024], [298.6493680567527], [-1.9046203418274672]]
[[-349.62888941874644], [298.01460698747513], [-1.9033985236129638]]
[[-349.62508294127787], [297.3798620308467], [-1.9021767364126845]]
[[-348.93689528166476], [296.4166437283401], [-0.6846772124880545]]
[[-348.93310208300204], [295.78267050241743], [-0.6834723213377174]]
[[-348.92930898051], [295.1487133498899], [-0.6822674607356021]]
[[-348.9255159741848], [294.5147722701463], [-0.6810626306802305]]
[[-348.9217230640229], [293.88084726257546], [-0.679857831170807]]
[[-348.9179302500206], [293.246938326566], [-0.6786530622059672]]
[[-348.9141375321743], [292.61304546150683], [-0.677448323784688]]
[[-348.91034491048043], [291.9791686667868], [-0.6762436159057188]]
[[-348.906552384935], [291.3453079417948], [-0.6750389385679227]]
[[-348.9027599555347], [290.7114632859199], [-0.673834291770163]]
[[-349.5832180653437], [290.3987307673632], [-1.8887391238232567]]
[[-349.5794127470922], [289.7641791146848], [-1.8875177087036263]]
[[-349.57560752541815], [289.12964356668283], [-1.8862963245832134]]
[[-349.57180240031806], [288.4951241227442], [-1.88507497146054]]
[[-349.56799737178795], [287.86062078225586], [-1.8838536493346965]]
[[-349.56419243982447], [287.226133544605], [-1.882632358204205]]
[[-349.5603876044236], [286.5916624091784], [-1.8814110980681562]]
[[-349.5565828655822], [285.95720737536305], [-1.880189868925072]]
[[-349.55277822329606], [285.32276844254613], [-1.878968670774043]]
[[-349.5489736775616], [284.68834561011465], [-1.8777475036139322]]
[[-349.54516922837536], [284.0539388774559], [-1.8765263674433754]]
[[-349.54136487573356], [283.419548243957], [-1.8753052622611222]]
[[-349.5375606196324], [282.7851737090049], [-1.8740841880660355]]
[[-349.53375646006845], [282.15081527198726], [-1.8728631448573196]]
[[-349.52995239703773], [281.51647293229087], [-1.871642132633383]]
[[-349.526148430537], [280.88214668930334], [-1.8704211513930886]]
[[-349.52234456056215], [280.24783654241173], [-1.869200201135186]]
[[-349.5185407871097], [279.6135424910037], [-1.8679792818588794]]
[[-349.51473711017593], [278.9792645344663], [-1.8667583935626908]]
[[-349.51093352975727], [278.3450026721873], [-1.8655375362453697]]
[[-349.50713004584986], [277.71075690355383], [-1.8643167099058928]]
[[-349.5033266584503], [277.0765272279535], [-1.8630959145431234]]
[[-349.4995233675546], [276.44231364477366], [-1.8618751501559245]]
[[-349.4957201731593], [275.8081161534021], [-1.8606544167428183]]
[[-349.49191707526074], [275.1739347532264], [-1.8594337143027815]]
[[-349.4881140738552], [274.53976944363376], [-1.858213042834791]]
[[-349.48431116893886], [273.9056202240122], [-1.8569924023374824]]
[[-349.4805083605082], [273.2714870937492], [-1.855771792809719]]
[[-349.47670564855963], [272.6373700522324], [-1.8545512142502503]]
[[-349.4729030330892], [272.0032690988497], [-1.8533306666581666]]
[[-349.4691005140935], [271.36918423298886], [-1.8521101500321038]]
[[-349.46529809156874], [270.73511545403744], [-1.850889664370925]]
[[-349.46149576551124], [270.10106276138333], [-1.8496692096731522]]
[[-349.45769353591743], [269.4670261544145], [-1.8484487859381034]]
[[-349.45389140278354], [268.83300563251873], [-1.8472283931641869]]
[[-349.45008936610594], [268.19900119508384], [-1.8460080313504932]]
[[-349.446287425881], [267.56501284149806], [-1.8447877004958855]]
[[-349.4424855821049], [266.931040571149], [-1.843567400598772]]
[[-349.4386838347741], [266.29708438342493], [-1.8423471316585847]]
[[-349.434882183885], [265.66314427771385], [-1.8411268936737315]]
[[-349.43108062943367], [265.02922025340365], [-1.8399066866428484]]
[[-349.42727917141667], [264.3953123098825], [-1.8386865105652532]]
[[-349.4234778098302], [263.7614204465387], [-1.8374663654396954]]
[[-349.4196765446709], [263.1275446627601], [-1.8362462512645834]]
[[-349.41587537593466], [262.493684957935], [-1.8350261680390076]]
[[-349.41207430361794], [261.8598413314518], [-1.833806115761945]]
[[-349.40827332771727], [261.2260137826986], [-1.8325860944319174]]
[[-349.4044724482289], [260.5922023110636], [-1.8313661040480156]]
[[-349.40067166514893], [259.95840691593526], [-1.8301461446088751]]
[[-349.396870978474], [259.32462759670193], [-1.8289262161135866]]
[[-349.3930703882002], [258.69086435275176], [-1.827706318560331]]
[[-349.3892698943241], [258.05711718347334], [-1.8264864519486537]]
[[-349.3854694968419], [257.42338608825514], [-1.8252666162770765]]
[[-349.38166919574985], [256.7896710664854], [-1.8240468115443491]]
[[-349.37786899104447], [256.155972117553], [-1.8228270377494482]]
[[-349.3740688827219], [255.52228924084616], [-1.8216072948911233]]
[[-349.37026887077855], [254.88862243575352], [-1.8203875829681238]]
[[-349.36646895521096], [254.25497170166364], [-1.8191679019794265]]
[[-349.36266913601514], [253.62133703796516], [-1.8179482519237808]]
[[-349.35886941318756], [252.98771844404683], [-1.8167286327999363]]
[[-349.35506978672464], [252.35411591929713], [-1.8155090446069835]]
[[-349.35127025662257], [251.72052946310484], [-1.814289487343217]]
[[-349.3474708228777], [251.08695907485892], [-1.8130699610080683]]
[[-349.34367148548654], [250.45340475394795], [-1.8118504656001733]]
[[-349.3398722444452], [249.81986649976068], [-1.810631001118054]]
[[-349.3360730997501], [249.18634431168604], [-1.809411567560801]]
[[-349.3322740513976], [248.55283818911295], [-1.8081921649270498]]
[[-349.32847509938404], [247.91934813143027], [-1.806972793216005]]
[[-349.3246762437057], [247.28587413802688], [-1.8057534524261882]]
[[-349.32087748435896], [246.6524162082917], [-1.8045341425563493]]
[[-349.31707882134015], [246.01897434161384], [-1.8033148636056922]]
[[-349.31328025464563], [245.38554853738222], [-1.8020956155726253]]
[[-349.30948178427167], [244.75213879498605], [-1.8008763984562393]]
[[-349.3056834102147], [244.11874511381424], [-1.799657212255056]]
[[-349.3018851324709], [243.48536749325612], [-1.7984380569682799]]
[[-349.29808695103685], [242.85200593270065], [-1.7972189325944328]]
[[-349.2942888659087], [242.21866043153702], [-1.7959998391324916]]
[[-349.2904908770828], [241.5853309891545], [-1.7947807765813195]]
[[-349.2866929845555], [240.95201760494226], [-1.793561744939666]]
[[-349.28289518832327], [240.31872027828976], [-1.7923427442065076]]
[[-349.27909748838226], [239.68543900858603], [-1.7911237743801394]]
[[-349.2752998847288], [239.05217379522054], [-1.7899048354599927]]
[[-349.2715023773594], [238.4189246375828], [-1.788685927444817]]
[[-349.26770496627034], [237.78569153506191], [-1.7874670503331345]]
[[-349.2639076514578], [237.1524744870475], [-1.7862482041239218]]
[[-349.2601104329184], [236.51927349292902], [-1.785029388816156]]
[[-349.2563133106483], [235.88608855209588], [-1.7838106044083588]]
[[-349.2525162846437], [235.25291966393758], [-1.7825918508995073]]
[[-349.2487193549013], [234.61976682784373], [-1.7813731282884646]]
[[-349.24492252141715], [233.98663004320392], [-1.78015443657398]]
[[-349.24112578418766], [233.35350930940777], [-1.7789357757550306]]
[[-349.2373291432093], [232.72040462584496], [-1.7777171458303656]]
[[-349.2335325984782], [232.08731599190497], [-1.7764985467986207]]
[[-349.22973614999086], [231.45424340697775], [-1.775279978658773]]
[[-349.2259397977436], [230.82118687045283], [-1.774061441409799]]
[[-349.22214354173263], [230.18814638172003], [-1.7728429350503347]]
[[-349.21834738195435], [229.55512194016933], [-1.7716244595792432]]
[[-349.21455131840526], [228.92211354519023], [-1.7704060149952738]]
[[-349.21075535108156], [228.28912119617289], [-1.7691876012974035]]
[[-349.20695947997956], [227.6561448925071], [-1.767969218484268]]
[[-349.2031637050956], [227.02318463358282], [-1.7667508665549576]]
[[-349.1993680264262], [226.39024041878974], [-1.765532545508222]]
[[-349.1955724439675], [225.75731224751829], [-1.764314255342697]]
[[-349.1917769577159], [225.12440011915805], [-1.7630959960573591]]
[[-349.1879815676677], [224.49150403309946], [-1.761877767650958]]
[[-349.18418627381936], [223.85862398873238], [-1.7606595701223569]]
[[-349.1803910761672], [223.22575998544676], [-1.7594414034701913]]
[[-349.17659597470754], [222.59291202263302], [-1.758223267693893]]
[[-349.1728009694367], [221.96008009968116], [-1.7570051627917564]]
[[-349.16900606035097], [221.32726421598142], [-1.7557870887625313]]
[[-349.1652112474468], [220.69446437092424], [-1.754569045605308]]
[[-349.1614165307205], [220.06168056389956], [-1.7533510333190634]]
[[-349.1576219101683], [219.4289127942977], [-1.7521330519023195]]
[[-349.15382738578677], [218.79616106150928], [-1.7509151013540531]]
[[-349.1500329575721], [218.1634253649243], [-1.7496971816726727]]
[[-349.14623862552054], [217.53070570393336], [-1.7484792928578372]]
[[-349.1424443896286], [216.89800207792692], [-1.7472614349076139]]
[[-349.13865024989275], [216.26531448629527], [-1.746043607821207]]
[[-349.13485620630905], [215.63264292842902], [-1.7448258115973658]]
[[-349.131062258874], [214.99998740371845], [-1.7436080462347263]]
[[-349.1272684075838], [214.3673479115544], [-1.7423903117324926]]
[[-349.123474652435], [213.73472445132717], [-1.7411726080891867]]
[[-349.11968099342386], [213.1021170224276], [-1.7399549353038992]]
[[-349.1158874305467], [212.46952562424613], [-1.7387372933752658]]
[[-349.11209396379985], [211.83695025617357], [-1.737519682302036]]
[[-349.10830059317965], [211.2043909176005], [-1.736302102083073]]
[[-349.10450731868264], [210.57184760791773], [-1.735084552717467]]
[[-349.1007141403047], [209.939320326516], [-1.7338670342037403]]
[[-349.09692105804277], [209.30680907278597], [-1.7326495465409835]]
[[-349.09312807189286], [208.6743138461186], [-1.7314320897277184]]
[[-349.0893351818513], [208.0418346459048], [-1.730214663762922]]
[[-349.0855423879145], [207.40937147153525], [-1.7289972686455712]]
[[-349.08174969007894], [206.77692432240104], [-1.7277799043744153]]
[[-349.07795708834067], [206.144493197893], [-1.7265625709478627]]
[[-349.0741645826963], [205.51207809740214], [-1.7253452683654587]]
[[-349.07037217314206], [204.87967902031946], [-1.7241279966254979]]
[[-349.06657985967433], [204.24729596603592], [-1.7229107557268435]]
[[-349.06278764228944], [203.61492893394274], [-1.7216935456688134]]
[[-349.05899552098384], [202.98257792343085], [-1.7204763664495886]]
[[-349.05520349575363], [202.35024293389156], [-1.719259218068487]]
[[-349.0514115665954], [201.7179239647158], [-1.7180421005240305]]
[[-349.0476197335055], [201.08562101529495], [-1.7168250138150825]]
[[-349.04382799648005], [200.45333408502015], [-1.7156079579407333]]
[[-349.0400363555156], [199.8210631732828], [-1.7143909328996187]]
[[-349.0362448106084], [199.18880827947385], [-1.7131739386903746]]
[[-349.0324533617551], [198.55656940298485], [-1.711956975312205]]
[[-349.0286620089515], [197.92434654320712], [-1.7107400427637458]]
[[-349.0248707521944], [197.29213969953204], [-1.70952314104386]]
[[-349.0210795914799], [196.65994887135088], [-1.7083062701510698]]
[[-349.0172885268046], [196.02777405805526], [-1.707089430084693]]
[[-349.0134975581646], [195.39561525903662], [-1.7058726208434791]]
[[-349.00970668555635], [194.76347247368625], [-1.7046558424260638]]
[[-349.0059159089762], [194.1313457013959], [-1.703439094831424]]
[[-349.0021252284204], [193.499234941557], [-1.7022223780580816]]
[[-348.9983346438855], [192.86714019356123], [-1.7010056921051273]]
[[-348.9945441553678], [192.23506145680014], [-1.6997890369714241]]
[[-348.9907537628636], [191.6029987306655], [-1.6985724126557216]]
[[-348.9869634663692], [190.97095201454886], [-1.6973558191569964]]
[[-348.983173265881], [190.3389213078419], [-1.6961392564738844]]
[[-348.9793831613954], [189.70690660993654], [-1.6949227246052487]]
[[-348.97559315290863], [189.0749079202244], [-1.6937062235498388]]
[[-348.9718032404173], [188.44292523809733], [-1.6924897533065177]]
